"UUID","URL","Dateiname","Kategorie","Titel","Urheber","Entstehungszeitraum ","Koordninaten","Gewählt/Angenommen","Name, Vorname","politische Zuordnung","Stimmberechtigte","Stimmzettel JA","Stimmzettel NEIN","Stimmzettel UNGUELTIG","Stimmzettel LEER","Stimmzettel TOTAL","Thema","Format","Verwertungsrecht","Unternehmen/Publisher"
"99f43625aca24cedbd3ef812e6e4093f","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/99f43625aca24cedbd3ef812e6e4093f","Unterl_Wahlen-u-Abstimmungen-Uster-Bezirksschulpflege_19810405","Wahlunterlage","Wahlzettel für die Erneuerungswahl der Bezirksschulpflege, Erster Wahlgang am 5. April 1981","Bezirk Uster",05.04.1981,,,,,,,,,,,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"6ea992f873c24bec9b6c8295cf2e3255","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/6ea992f873c24bec9b6c8295cf2e3255","Unterl_Wahlen-u-Abstimmungen-BezirkUster-Wahlzettel-Bezirksschulpflege_19890305","Wahlunterlage","Wahlzettel für die Erneuerungswahl der Bezirksschulpflege, Erster Wahlgang am 5. März 1989","Bezirk Uster",05.03.1989,,,,,,,,,,,"Verwaltung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"a11f8d771ff14615813d16cb76ad2a37","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/a11f8d771ff14615813d16cb76ad2a37","Unterl_Wahlen-u-Abstimmungen-Uster-Beiblatt-Ersatzwahl-Bezirksgericht_20100613.pdf","Wahlunterlage","Beiblatt für die Ersatzwahl eines vollamtlichen Mitgliedes des Bezirksgerichtes Uster für den Rest der Amtsdauer 2008-2014","Bezirk Uster",13.06.2010,,,,,,,,,,,"Verwaltung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"6b32134d96ea4d92989de730f95d85df","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/6b32134d96ea4d92989de730f95d85df","Unterl_Wahlen-u-Abstimmungen-CVP_19860202","Wahlunterlage","CVP - Farben bekennen","CVP",02.02.1986,,,,"CVP - Christlichdemokratische Partei",,,,,,,"Verwaltung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"6b32134d96ea4d92989de730f95d85df","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/6b32134d96ea4d92989de730f95d85df","Unterl_Wahlen-u-Abstimmungen-DSP-Gemeinderat_19860202","Wahlunterlage","DSP Demokratisch-soziale Partei und Gewerkschafter","DSP",02.02.1986,,,,"CVP - Christlichdemokratische Partei",,,,,,,"Verwaltung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"efa6955145ab4a8c935c9bc9fb2b6bac","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/efa6955145ab4a8c935c9bc9fb2b6bac","Prot_Wahlen-u-Abstimmungen-Uster_19780402","Wahlprotokoll","Wahl der Rechnungsprüfungskommission für die Amtsdauer 1978/82","Evangelisch-Reformierte Kirchgemeinde Uster",02.04.1978,,"Ja","Lehmann-Jucker, Paul",,8'493,2'929,,367,3,2'962,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"efa6955145ab4a8c935c9bc9fb2b6bac","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/efa6955145ab4a8c935c9bc9fb2b6bac","Prot_Wahlen-u-Abstimmungen-Uster_19780402","Wahlprotokoll","Wahl der Rechnungsprüfungskommission für die Amtsdauer 1978/83","Evangelisch-Reformierte Kirchgemeinde Uster",02.04.1978,,"Ja","Eichenberger, Rico",,8'493,2'909,,367,3,2'962,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"efa6955145ab4a8c935c9bc9fb2b6bac","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/efa6955145ab4a8c935c9bc9fb2b6bac","Prot_Wahlen-u-Abstimmungen-Uster_19780402","Wahlprotokoll","Wahl der Rechnungsprüfungskommission für die Amtsdauer 1978/84","Evangelisch-Reformierte Kirchgemeinde Uster",02.04.1978,,"Ja","Schleusser, Paul",,8'493,2'899,,367,3,2'962,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"efa6955145ab4a8c935c9bc9fb2b6bac","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/efa6955145ab4a8c935c9bc9fb2b6bac","Prot_Wahlen-u-Abstimmungen-Uster_19780402","Wahlprotokoll","Wahl der Rechnungsprüfungskommission für die Amtsdauer 1978/85","Evangelisch-Reformierte Kirchgemeinde Uster",02.04.1978,,"Ja","Reiser, Hanni",,8'493,2'862,,367,3,2'962,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"efa6955145ab4a8c935c9bc9fb2b6bac","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/efa6955145ab4a8c935c9bc9fb2b6bac","Prot_Wahlen-u-Abstimmungen-Uster_19780402","Wahlprotokoll","Wahl der Rechnungsprüfungskommission für die Amtsdauer 1978/86","Evangelisch-Reformierte Kirchgemeinde Uster",02.04.1978,,"Ja","Felix, Markus",,8'493,2'837,,367,3,2'962,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"efa6955145ab4a8c935c9bc9fb2b6bac","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/efa6955145ab4a8c935c9bc9fb2b6bac","Prot_Wahlen-u-Abstimmungen-Uster_19780402","Wahlprotokoll","Protokoll der Pfarrwahl vom 2. April 1978","Evangelisch-Reformierte Kirchgemeinde Uster",02.04.1978,,"Ja","Kaufmann, Rolf Pfarrer",,8'493,2'826,54,,146,3'026,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"6a556d4f53ca421b8f9a184859861316","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/6a556d4f53ca421b8f9a184859861316","Unterl_Wahlen-u-Abstimmungen-Ref-Kirche_19830619","Abstimmungsunterlage","Erteilung eines Bruttokredites von Fr. 2'150'000.- für die Innenrenovation der reformierten Kirche Uster","Evangelisch-Reformierte Kirchgemeinde Uster",19.06.1983,,,,,,,,,,,"Bau","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"ffffea258be14c33b841edbbc4bacdbb","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/ffffea258be14c33b841edbbc4bacdbb","Prot_Wahlen-u-Abstimmungen-Uster_19830619","Abstimmungsprotokoll","Erteilung eines Bruttokredites von Fr. 2'150'000.- für die Innenrenovation der reformierten Kirche Uster","Evangelisch-Reformierte Kirchgemeinde Uster",19.06.1983,,"Ja",,,13'706,2'158,1'471,,90,3'719,"Bau","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"b53517c7dca04ca29fbb779a8a547d14","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/b53517c7dca04ca29fbb779a8a547d14","Unterl_Wahlen-u-Abstimmungen-Weisung_19840923","Abstimmungsunterlage","Erteilung eines Bruttokredites von Fr. 657'000.- für den Kauf eines Reihen-Einfamilienhauses am Talweg 127 als Pfarrer-haus für das Rehbühl-Quartier","Evangelisch-Reformierte Kirchgemeinde Uster",23.09.1984,"697627,244948",,,,,,,,,,"Finanzen","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"b53517c7dca04ca29fbb779a8a547d13","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/b53517c7dca04ca29fbb779a8a547d13","Prot_Wahlen-u-Abstimmungen-Uster_19840923","Abstimmungsprotokoll","Erteilung eines Bruttokredites von Fr. 657'000.- für den Kauf eines Reihen-Einfamilienhauses am Talweg 127 als Pfarrerhaus für das Rehbühl-Quartier","Evangelisch-Reformierte Kirchgemeinde Uster",23.09.1984,"697627,244948","Ja",,,9'101,2'266,1'958,,141,4'365,"Finanzen","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"bcb8ce1161334363a71cd546749bb15d","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/bcb8ce1161334363a71cd546749bb15d","Prot_Wahlen-u-Abstimmungen-Uster_19850428","Wahlprotokoll","Wahl von Frau Pferrer Elisabeth Schmid-Flach von Hitzkirch, geb. 1954","Evangelisch-Reformierte Kirchgemeinde Uster",28.04.1985,,"Ja","Schmid-Flach, Elisabeth",,9'129,2'279,186,5,161,2'631,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"d78365c2865b4e099bedc9c2df4c9fb3","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/d78365c2865b4e099bedc9c2df4c9fb3","Prot_Wahlen-u-Abstimmungen-Uster_19910303","Wahlprotokoll","Protokoll der Pfarrwahl vom 3. März 1991","Evangelisch-Reformierte Kirchgemeinde Uster",03.03.1991,,"Ja","Lehner, Peter","FDP - Freisinnigdemokratische Partei",9'519,3'312,135,3,306,3'756,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"1711978666ad493e88621485522d5523","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/1711978666ad493e88621485522d5523","Unterl_Wahlen-u-Abstimmungen-Ref-Kirche-Kirchengemeindeordnung_19930926","Abstimmungsunterlage","Erlass einer neuen Kirchengemeindeordnung","Evangelisch-Reformierte Kirchgemeinde Uster",26.09.1993,,"Ja",,"FDP - Freisinnigdemokratische Partei",,,,,,,"Verwaltung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"039967abfaaf4078a16237bb43912c70","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/039967abfaaf4078a16237bb43912c70","Prot_Wahlen-u-Abstimmungen-Uster_19930906","Abstimmungsprotokoll","Erlass einer  neuer Kirchengemeindeordnung","Evangelisch-Reformierte Kirchgemeinde Uster",26.09.1993,,"Ja",,"FDP - Freisinnigdemokratische Partei",9'442,2'388,1'040,1,574,4'003,"Verwaltung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"be6370a356c84f3f890af11f94b23504","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/be6370a356c84f3f890af11f94b23504","Prot_Wahlen-u-Abstimmungen-Uster_19940410","Wahlprotokoll","Erneuerungswahl der ev.ref. Kirchenpflege für die Amtsdauer 1994/98","Evangelisch-Reformierte Kirchgemeinde Uster",10.04.1994,,"Ja","Bachmann, Daniel",,9'402,1'656,,,494,1'668,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"be6370a356c84f3f890af11f94b23504","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/be6370a356c84f3f890af11f94b23504","Prot_Wahlen-u-Abstimmungen-Uster_19940410","Wahlprotokoll","Erneuerungswahl der ev.ref. Kirchenpflege für die Amtsdauer 1994/98","Evangelisch-Reformierte Kirchgemeinde Uster",10.04.1994,,"Ja","Wyss, Walter",,9'402,1'650,,,494,1'668,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"be6370a356c84f3f890af11f94b23504","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/be6370a356c84f3f890af11f94b23504","Prot_Wahlen-u-Abstimmungen-Uster_19940410","Wahlprotokoll","Erneuerungswahl der ev.ref. Kirchenpflege für die Amtsdauer 1994/98","Evangelisch-Reformierte Kirchgemeinde Uster",10.04.1994,,"Ja","Geyer, Hans",,9'402,1'645,,,494,1'668,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"be6370a356c84f3f890af11f94b23504","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/be6370a356c84f3f890af11f94b23504","Prot_Wahlen-u-Abstimmungen-Uster_19940410","Wahlprotokoll","Erneuerungswahl der ev.ref. Kirchenpflege für die Amtsdauer 1994/98","Evangelisch-Reformierte Kirchgemeinde Uster",10.04.1994,,"Ja","Wasem, Hans-Ulrich",,9'402,1'643,,,494,1'668,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"be6370a356c84f3f890af11f94b23504","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/be6370a356c84f3f890af11f94b23504","Prot_Wahlen-u-Abstimmungen-Uster_19940410","Wahlprotokoll","Erneuerungswahl der ev.ref. Kirchenpflege für die Amtsdauer 1994/98","Evangelisch-Reformierte Kirchgemeinde Uster",10.04.1994,,"Ja","Wiget-Gafner, Maya",,9'402,1'642,,,494,1'668,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"be6370a356c84f3f890af11f94b23504","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/be6370a356c84f3f890af11f94b23504","Prot_Wahlen-u-Abstimmungen-Uster_19940410","Wahlprotokoll","Erneuerungswahl der ev.ref. Kirchenpflege für die Amtsdauer 1994/98","Evangelisch-Reformierte Kirchgemeinde Uster",10.04.1994,,"Ja","Graf, Denise",,9'402,1'638,,,494,1'668,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"be6370a356c84f3f890af11f94b23504","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/be6370a356c84f3f890af11f94b23504","Prot_Wahlen-u-Abstimmungen-Uster_19940410","Wahlprotokoll","Erneuerungswahl der ev.ref. Kirchenpflege für die Amtsdauer 1994/98","Evangelisch-Reformierte Kirchgemeinde Uster",10.04.1994,,"Ja","Felix, Markus",,9'402,1'626,,,494,1'668,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"be6370a356c84f3f890af11f94b23504","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/be6370a356c84f3f890af11f94b23504","Prot_Wahlen-u-Abstimmungen-Uster_19940410","Wahlprotokoll","Erneuerungswahl der ev.ref. Kirchenpflege für die Amtsdauer 1994/98","Evangelisch-Reformierte Kirchgemeinde Uster",10.04.1994,,"Ja","Hunziker-Kaiser, Heidi",,9'402,1'625,,,494,1'668,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"be6370a356c84f3f890af11f94b23504","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/be6370a356c84f3f890af11f94b23504","Prot_Wahlen-u-Abstimmungen-Uster_19940410","Wahlprotokoll","Erneuerungswahl der ev.ref. Kirchenpflege für die Amtsdauer 1994/98","Evangelisch-Reformierte Kirchgemeinde Uster",10.04.1994,,"Ja","Kündig-Sollberger, Ruth",,9'402,1'623,,,494,1'668,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"be6370a356c84f3f890af11f94b23504","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/be6370a356c84f3f890af11f94b23504","Prot_Wahlen-u-Abstimmungen-Uster_19940410","Wahlprotokoll","Erneuerungswahl der ev.ref. Kirchenpflege für die Amtsdauer 1994/98","Evangelisch-Reformierte Kirchgemeinde Uster",10.04.1994,,"Ja","Zittra-Senn, Dora",,9'402,1'613,,,494,1'668,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"be6370a356c84f3f890af11f94b23504","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/be6370a356c84f3f890af11f94b23504","Prot_Wahlen-u-Abstimmungen-Uster_19940410","Wahlprotokoll","Erneuerungswahl der ev.ref. Kirchenpflege für die Amtsdauer 1994/98","Evangelisch-Reformierte Kirchgemeinde Uster",10.04.1994,,"Ja","Hüni Ammann, Brigitt",,9'402,612,,,494,1'668,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"be6370a356c84f3f890af11f94b23504","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/be6370a356c84f3f890af11f94b23504","Prot_Wahlen-u-Abstimmungen-Uster_19940410","Wahlprotokoll","Erneuerungswahl der ev.ref. Kirchenpflege für die Amtsdauer 1994/98","Evangelisch-Reformierte Kirchgemeinde Uster",10.04.1994,,"Ja","Strucken-Tanner, Annemarie",,9'402,1'610,,,494,1'668,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"be6370a356c84f3f890af11f94b23504","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/be6370a356c84f3f890af11f94b23504","Prot_Wahlen-u-Abstimmungen-Uster_19940410","Wahlprotokoll","Erneuerungswahl der ev.ref. Kirchenpflege für die Amtsdauer 1994/98","Evangelisch-Reformierte Kirchgemeinde Uster",10.04.1994,,"Ja","Rysler-Stamm, Elisabeth",,9'402,1'607,,,494,1'668,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"be6370a356c84f3f890af11f94b23504","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/be6370a356c84f3f890af11f94b23504","Prot_Wahlen-u-Abstimmungen-Uster_19940410","Wahlprotokoll","Erneuerungswahl der Rechnungsprüfungskommission der ev.ref. Kirchenpflege für die Amtsdauer 1994/98","Evangelisch-Reformierte Kirchgemeinde Uster",10.04.1994,,"Ja","Pfister, Rudolf",,9'402,1'648,,,172,1'664,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"be6370a356c84f3f890af11f94b23504","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/be6370a356c84f3f890af11f94b23504","Prot_Wahlen-u-Abstimmungen-Uster_19940410","Wahlprotokoll","Erneuerungswahl der Rechnungsprüfungskommission der ev.ref. Kirchenpflege für die Amtsdauer 1994/98","Evangelisch-Reformierte Kirchgemeinde Uster",10.04.1994,,"Ja","Lehmann, Stefan",,9'402,1'646,,,172,1'664,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"be6370a356c84f3f890af11f94b23504","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/be6370a356c84f3f890af11f94b23504","Prot_Wahlen-u-Abstimmungen-Uster_19940410","Wahlprotokoll","Erneuerungswahl der Rechnungsprüfungskommission der ev.ref. Kirchenpflege für die Amtsdauer 1994/98","Evangelisch-Reformierte Kirchgemeinde Uster",10.04.1994,,"Ja","Huber, Markus",,9'402,1'633,,,172,1'664,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"be6370a356c84f3f890af11f94b23504","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/be6370a356c84f3f890af11f94b23504","Prot_Wahlen-u-Abstimmungen-Uster_19940410","Wahlprotokoll","Erneuerungswahl der Rechnungsprüfungskommission der ev.ref. Kirchenpflege für die Amtsdauer 1994/98","Evangelisch-Reformierte Kirchgemeinde Uster",10.04.1994,,"Ja","Hofer, Rolf",,9'402,1'611,,,172,1'664,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"be6370a356c84f3f890af11f94b23504","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/be6370a356c84f3f890af11f94b23504","Prot_Wahlen-u-Abstimmungen-Uster_19940410","Wahlprotokoll","Erneuerungswahl der Rechnungsprüfungskommission der ev.ref. Kirchenpflege für die Amtsdauer 1994/98","Evangelisch-Reformierte Kirchgemeinde Uster",10.04.1994,,"Ja","Lüscher, Doris",,9'402,1'605,,,172,1'664,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"8444b5e357a44c2680931a7a4d5173b8","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/8444b5e357a44c2680931a7a4d5173b8","Prot_Wahlen-u-Abstimmungen-Uster_19960609","Abstimmungsprotokoll","Bewilligung eines Kredites von Fr. 4'693'000.- für Renovation und Umbau des Kirchgemeindehauses Kreuz und des Pfarrhauses Zentralstrasse 38","Evangelisch-Reformierte Kirchgemeinde Uster",09.06.1996,"696572.8,244726.1 ¦ 696525,244669","Ja",,,9'505,1'940,1'489,13,84,3'526,"Bau","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315","Wahlprotokoll","Erneuerungswahl  von 13 Mitgliedern der Kirchenpflege (davon eines als Präsident/in) für die Amtsdauer 1998/2002","Evangelisch-Reformierte Kirchgemeinde Uster",26.04.1998,,"Ja","Hofer, Adrian",,9'551,3'166,,39,462,3'190,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315","Wahlprotokoll","Erneuerungswahl  von 13 Mitgliedern der Kirchenpflege (davon eines als Präsident/in) für die Amtsdauer 1998/2002","Evangelisch-Reformierte Kirchgemeinde Uster",26.04.1998,,"Ja","Bär, Adolfo",,9'551,3'161,,39,462,3'190,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315","Wahlprotokoll","Erneuerungswahl  von 13 Mitgliedern der Kirchenpflege (davon eines als Präsident/in) für die Amtsdauer 1998/2002","Evangelisch-Reformierte Kirchgemeinde Uster",26.04.1998,,"Ja","Wasem, Hans-Ulrich",,9'551,3'161,,39,462,3'190,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315","Wahlprotokoll","Erneuerungswahl  von 13 Mitgliedern der Kirchenpflege (davon eines als Präsident/in) für die Amtsdauer 1998/2002","Evangelisch-Reformierte Kirchgemeinde Uster",26.04.1998,,"Ja","Kocher, Hans",,9'551,3'159,,39,462,3'190,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315","Wahlprotokoll","Erneuerungswahl  von 13 Mitgliedern der Kirchenpflege (davon eines als Präsident/in) für die Amtsdauer 1998/2002","Evangelisch-Reformierte Kirchgemeinde Uster",26.04.1998,,"Ja","Graf, Denise",,9'551,3'158,,39,462,3'190,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315","Wahlprotokoll","Erneuerungswahl  von 13 Mitgliedern der Kirchenpflege (davon eines als Präsident/in) für die Amtsdauer 1998/2002","Evangelisch-Reformierte Kirchgemeinde Uster",26.04.1998,,"Ja","Ochsner, Sylvia",,9'551,3'157,,39,462,3'190,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315","Wahlprotokoll","Erneuerungswahl  von 13 Mitgliedern der Kirchenpflege (davon eines als Präsident/in) für die Amtsdauer 1998/2002","Evangelisch-Reformierte Kirchgemeinde Uster",26.04.1998,,"Ja","Wyss, Walter",,9'551,3'155,,39,462,3'190,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315","Wahlprotokoll","Erneuerungswahl  von 13 Mitgliedern der Kirchenpflege (davon eines als Präsident/in) für die Amtsdauer 1998/2002","Evangelisch-Reformierte Kirchgemeinde Uster",26.04.1998,,"Ja","Möckli, Daniela",,9'551,3'153,,39,462,3'190,"Religion","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
